order_details_id,order_id,quantity,order_date,order_time,price_id,pizza_size,pizza_category,pizza_id,ingredients_id
369,154,1,2015-01-03,3:22:43 PM,D06,S,Supreme,P24,I21
370,155,1,2015-01-03,3:28:59 PM,D07,S,Chicken,P07,I12
371,155,1,2015-01-03,3:28:59 PM,D21,L,Classic,P20,I28
372,155,1,2015-01-03,3:28:59 PM,D11,L,Classic,P22,I17
373,155,1,2015-01-03,3:28:59 PM,D22,L,Supreme,P21,I15
374,156,1,2015-01-03,3:42:19 PM,D12,M,Classic,P20,I28
375,156,1,2015-01-03,3:42:19 PM,D22,L,Chicken,P32,I07
376,157,1,2015-01-03,3:43:03 PM,D22,L,Supreme,P16,I04
377,157,1,2015-01-03,3:43:03 PM,D12,M,Veggie,P18,I25
378,157,1,2015-01-03,3:43:03 PM,D13,M,Supreme,P25,I11
379,157,1,2015-01-03,3:43:03 PM,D14,M,Veggie,P30,I27
380,158,1,2015-01-03,3:54:30 PM,D15,M,Veggie,P17,I14
381,158,1,2015-01-03,3:54:30 PM,D15,M,Chicken,P32,I07
382,159,1,2015-01-03,3:59:22 PM,D17,L,Veggie,P10,I24
383,159,1,2015-01-03,3:59:22 PM,D15,M,Chicken,P32,I07
384,160,1,2015-01-03,4:35:33 PM,D12,M,Classic,P08,I19
385,161,1,2015-01-03,4:43:46 PM,D02,S,Classic,P13,I22
386,161,1,2015-01-03,4:43:46 PM,D14,M,Supreme,P28,I06
387,161,1,2015-01-03,4:43:46 PM,D28,XL,Classic,P11,I13
388,162,1,2015-01-03,4:51:22 PM,D04,S,Classic,P02,I01
389,163,1,2015-01-03,4:54:54 PM,D08,M,Classic,P13,I22
390,163,1,2015-01-03,4:54:54 PM,D11,L,Classic,P22,I17
391,163,1,2015-01-03,4:54:54 PM,D12,M,Classic,P11,I13
392,164,1,2015-01-03,4:56:33 PM,D22,L,Chicken,P05,I08
393,164,1,2015-01-03,4:56:33 PM,D06,M,Classic,P22,I17
394,165,1,2015-01-03,4:57:37 PM,D14,M,Supreme,P24,I21
395,166,1,2015-01-03,4:58:51 PM,D06,S,Supreme,P24,I21
396,167,1,2015-01-03,5:00:49 PM,D22,L,Chicken,P01,I02
397,167,1,2015-01-03,5:00:49 PM,D14,M,Supreme,P16,I04
398,167,1,2015-01-03,5:00:49 PM,D06,M,Classic,P22,I17
399,168,1,2015-01-03,5:02:27 PM,D04,S,Classic,P02,I01
400,168,1,2015-01-03,5:02:27 PM,D12,M,Veggie,P33,I16
401,169,1,2015-01-03,5:15:48 PM,D17,L,Veggie,P10,I24
402,169,1,2015-01-03,5:15:48 PM,D04,S,Classic,P15,I05
403,169,1,2015-01-03,5:15:48 PM,D13,M,Supreme,P25,I11
404,170,1,2015-01-03,5:21:31 PM,D14,L,Classic,P13,I22
405,171,1,2015-01-03,5:23:03 PM,D12,M,Classic,P20,I28
406,172,1,2015-01-03,5:29:24 PM,D04,S,Classic,P20,I28
407,172,1,2015-01-03,5:29:24 PM,D14,M,Supreme,P31,I26
408,172,1,2015-01-03,5:29:24 PM,D22,L,Chicken,P32,I07
409,173,1,2015-01-03,5:35:30 PM,D15,M,Chicken,P05,I08
410,173,1,2015-01-03,5:35:30 PM,D12,M,Classic,P08,I19
411,173,1,2015-01-03,5:35:30 PM,D20,L,Veggie,P33,I16
412,174,1,2015-01-03,5:37:49 PM,D04,S,Classic,P02,I01
413,174,1,2015-01-03,5:37:49 PM,D22,L,Chicken,P05,I08
414,174,1,2015-01-03,5:37:49 PM,D15,M,Chicken,P05,I08
415,174,1,2015-01-03,5:37:49 PM,D12,M,Classic,P15,I05
416,175,1,2015-01-03,5:50:51 PM,D22,L,Supreme,P16,I04
417,176,1,2015-01-03,5:51:57 PM,D22,L,Chicken,P05,I08
418,176,1,2015-01-03,5:51:57 PM,D14,M,Supreme,P21,I15
419,177,1,2015-01-03,5:54:36 PM,D04,S,Classic,P20,I28
420,177,1,2015-01-03,5:54:36 PM,D22,L,Chicken,P32,I07
421,178,1,2015-01-03,6:15:03 PM,D22,L,Supreme,P21,I15
422,179,1,2015-01-03,6:20:14 PM,D14,L,Classic,P13,I22
423,179,1,2015-01-03,6:20:14 PM,D13,M,Supreme,P25,I11
424,179,1,2015-01-03,6:20:14 PM,D04,S,Veggie,P33,I16
425,180,1,2015-01-03,6:33:34 PM,D21,L,Classic,P08,I19
426,180,1,2015-01-03,6:33:34 PM,D22,L,Supreme,P24,I21
427,181,1,2015-01-03,6:49:32 PM,D20,L,Veggie,P19,I31
428,182,1,2015-01-03,6:50:10 PM,D24,S,Supreme,P03,I03
429,182,1,2015-01-03,6:50:10 PM,D22,L,Supreme,P21,I15
430,183,1,2015-01-03,6:54:55 PM,D12,M,Classic,P20,I28
431,183,1,2015-01-03,6:54:55 PM,D22,L,Veggie,P30,I27
432,183,1,2015-01-03,6:54:55 PM,D06,S,Veggie,P30,I27
433,184,1,2015-01-03,6:59:05 PM,D14,L,Classic,P13,I22
434,185,1,2015-01-03,7:08:33 PM,D13,M,Supreme,P25,I11
435,185,1,2015-01-03,7:08:33 PM,D06,S,Veggie,P30,I27
436,186,1,2015-01-03,7:36:00 PM,D20,L,Veggie,P19,I31
437,186,1,2015-01-03,7:36:00 PM,D22,L,Chicken,P27,I10
438,186,1,2015-01-03,7:36:00 PM,D22,L,Veggie,P30,I27
439,186,1,2015-01-03,7:36:00 PM,D22,L,Chicken,P32,I07
440,187,1,2015-01-03,7:37:12 PM,D18,L,Veggie,P09,I20
441,187,1,2015-01-03,7:37:12 PM,D22,L,Veggie,P30,I27
442,188,1,2015-01-03,8:08:39 PM,D18,L,Veggie,P09,I20
443,188,1,2015-01-03,8:08:39 PM,D01,S,Classic,P22,I17
444,188,1,2015-01-03,8:08:39 PM,D22,L,Supreme,P21,I15
445,189,2,2015-01-03,8:12:14 PM,D25,S,Classic,P02,I01
446,189,1,2015-01-03,8:12:14 PM,D07,S,Chicken,P32,I07
447,190,1,2015-01-03,8:14:23 PM,D22,L,Chicken,P01,I02
448,190,1,2015-01-03,8:14:23 PM,D10,M,Veggie,P10,I24
449,190,1,2015-01-03,8:14:23 PM,D03,S,Classic,P23,I18
450,190,1,2015-01-03,8:14:23 PM,D22,L,Supreme,P24,I21
451,191,1,2015-01-03,8:24:50 PM,D22,L,Chicken,P05,I08
452,191,1,2015-01-03,8:24:50 PM,D15,M,Chicken,P06,I09
453,192,1,2015-01-03,8:30:08 PM,D05,S,Supreme,P25,I11
454,192,1,2015-01-03,8:30:08 PM,D22,L,Chicken,P27,I10
455,193,1,2015-01-03,8:55:47 PM,D04,S,Classic,P02,I01
456,193,1,2015-01-03,8:55:47 PM,D15,M,Chicken,P05,I08
457,193,2,2015-01-03,8:55:47 PM,D45,L,Chicken,P06,I09
458,194,1,2015-01-03,9:21:24 PM,D07,S,Chicken,P01,I02
459,195,1,2015-01-03,9:25:20 PM,D22,L,Chicken,P01,I02
460,196,1,2015-01-03,9:40:14 PM,D05,S,Supreme,P25,I11
461,196,1,2015-01-03,9:40:14 PM,D14,M,Supreme,P28,I06
462,196,1,2015-01-03,9:40:14 PM,D12,M,Veggie,P33,I16
463,197,1,2015-01-03,9:47:48 PM,D17,L,Veggie,P10,I24
464,197,1,2015-01-03,9:47:48 PM,D21,L,Classic,P15,I05
465,197,1,2015-01-03,9:47:48 PM,D23,L,Veggie,P17,I14
466,197,1,2015-01-03,9:47:48 PM,D22,L,Supreme,P26,I23
467,198,1,2015-01-03,9:55:42 PM,D04,S,Classic,P02,I01
468,198,1,2015-01-03,9:55:42 PM,D22,L,Chicken,P06,I09
469,199,1,2015-01-03,10:10:38 PM,D15,M,Chicken,P06,I09
470,200,1,2015-01-03,10:24:05 PM,D28,XL,Classic,P11,I13
471,201,1,2015-01-03,10:29:59 PM,D13,M,Supreme,P04,I32
472,201,1,2015-01-03,10:29:59 PM,D22,L,Chicken,P07,I12
473,201,1,2015-01-03,10:29:59 PM,D22,L,Supreme,P16,I04
474,201,1,2015-01-03,10:29:59 PM,D28,XL,Classic,P11,I13
475,202,1,2015-01-03,10:50:29 PM,D07,S,Chicken,P05,I08
476,203,1,2015-01-04,11:30:48 AM,D22,L,Chicken,P05,I08
477,203,1,2015-01-04,11:30:48 AM,D15,M,Veggie,P17,I14
478,203,1,2015-01-04,11:30:48 AM,D16,L,Classic,P23,I18
479,203,1,2015-01-04,11:30:48 AM,D04,S,Classic,P11,I13
480,204,1,2015-01-04,11:36:25 AM,D22,L,Supreme,P28,I06
481,205,1,2015-01-04,11:43:54 AM,D07,S,Chicken,P05,I08
482,205,1,2015-01-04,11:43:54 AM,D15,M,Chicken,P06,I09
483,205,1,2015-01-04,11:43:54 AM,D06,S,Supreme,P24,I21
484,206,1,2015-01-04,11:45:10 AM,D12,M,Classic,P20,I28
485,206,1,2015-01-04,11:45:10 AM,D01,S,Classic,P22,I17
486,206,1,2015-01-04,11:45:10 AM,D22,L,Supreme,P28,I06
487,207,1,2015-01-04,12:03:58 PM,D22,L,Supreme,P28,I06
488,208,1,2015-01-04,12:12:05 PM,D22,L,Chicken,P01,I02
489,208,1,2015-01-04,12:12:05 PM,D07,S,Chicken,P01,I02
490,208,1,2015-01-04,12:12:05 PM,D15,M,Chicken,P06,I09
491,208,1,2015-01-04,12:12:05 PM,D06,M,Classic,P22,I17
492,208,1,2015-01-04,12:12:05 PM,D12,M,Classic,P11,I13
493,209,1,2015-01-04,12:29:17 PM,D22,L,Chicken,P05,I08
494,210,1,2015-01-04,12:34:13 PM,D04,S,Veggie,P29,I29
495,211,1,2015-01-04,12:54:20 PM,D01,S,Classic,P22,I17
496,212,1,2015-01-04,1:16:03 PM,D21,L,Classic,P15,I05
497,213,1,2015-01-04,1:20:39 PM,D17,L,Veggie,P10,I24
498,214,1,2015-01-04,1:39:16 PM,D21,L,Classic,P15,I05
499,214,1,2015-01-04,1:39:16 PM,D14,M,Supreme,P16,I04
500,214,1,2015-01-04,1:39:16 PM,D04,S,Veggie,P19,I31
501,214,1,2015-01-04,1:39:16 PM,D14,M,Veggie,P30,I27
502,215,1,2015-01-04,1:44:49 PM,D04,S,Veggie,P12,I30
503,216,1,2015-01-04,2:31:56 PM,D15,M,Chicken,P01,I02
504,216,1,2015-01-04,2:31:56 PM,D18,L,Veggie,P09,I20
505,216,1,2015-01-04,2:31:56 PM,D14,L,Classic,P13,I22
506,217,1,2015-01-04,2:35:03 PM,D12,M,Classic,P08,I19
507,217,1,2015-01-04,2:35:03 PM,D04,S,Veggie,P29,I29
508,218,1,2015-01-04,2:35:11 PM,D14,M,Supreme,P28,I06
509,219,1,2015-01-04,2:42:01 PM,D22,L,Chicken,P01,I02
510,219,1,2015-01-04,2:42:01 PM,D18,L,Veggie,P09,I20
511,219,1,2015-01-04,2:42:01 PM,D14,M,Supreme,P21,I15
512,219,1,2015-01-04,2:42:01 PM,D12,M,Veggie,P29,I29
513,220,1,2015-01-04,3:31:59 PM,D02,S,Classic,P13,I22
514,220,1,2015-01-04,3:31:59 PM,D04,S,Classic,P15,I05
515,220,1,2015-01-04,3:31:59 PM,D21,L,Classic,P20,I28
516,220,1,2015-01-04,3:31:59 PM,D22,L,Supreme,P28,I06
517,221,1,2015-01-04,3:33:18 PM,D18,L,Veggie,P09,I20
518,221,1,2015-01-04,3:33:18 PM,D14,M,Supreme,P24,I21
519,221,1,2015-01-04,3:33:18 PM,D04,S,Classic,P11,I13
520,222,1,2015-01-04,3:46:38 PM,D17,L,Veggie,P10,I24
521,222,1,2015-01-04,3:46:38 PM,D05,S,Supreme,P25,I11
522,223,1,2015-01-04,4:08:20 PM,D03,S,Classic,P23,I18
523,224,1,2015-01-04,4:39:58 PM,D07,S,Chicken,P06,I09
524,224,1,2015-01-04,4:39:58 PM,D14,M,Supreme,P16,I04
525,224,1,2015-01-04,4:39:58 PM,D12,M,Classic,P20,I28
526,224,1,2015-01-04,4:39:58 PM,D22,L,Chicken,P32,I07
527,225,1,2015-01-04,4:41:48 PM,D22,L,Chicken,P01,I02
528,225,1,2015-01-04,4:41:48 PM,D15,M,Chicken,P01,I02
529,225,1,2015-01-04,4:41:48 PM,D07,S,Chicken,P27,I10
530,226,1,2015-01-04,4:59:39 PM,D21,L,Classic,P08,I19
531,227,1,2015-01-04,5:24:39 PM,D15,M,Chicken,P01,I02
532,227,1,2015-01-04,5:24:39 PM,D12,M,Classic,P11,I13
533,228,1,2015-01-04,5:31:24 PM,D07,S,Veggie,P17,I14
534,229,1,2015-01-04,5:37:57 PM,D23,L,Veggie,P17,I14
535,229,1,2015-01-04,5:37:57 PM,D22,L,Supreme,P24,I21
536,229,1,2015-01-04,5:37:57 PM,D06,S,Veggie,P30,I27
537,230,1,2015-01-04,5:58:38 PM,D15,M,Chicken,P32,I07
538,231,1,2015-01-04,6:04:18 PM,D22,L,Chicken,P05,I08
539,231,1,2015-01-04,6:04:18 PM,D04,S,Classic,P20,I28
540,231,1,2015-01-04,6:04:18 PM,D06,S,Supreme,P24,I21
541,232,1,2015-01-04,6:21:59 PM,D15,M,Chicken,P01,I02
542,232,1,2015-01-04,6:21:59 PM,D22,L,Supreme,P31,I26
543,233,1,2015-01-04,6:26:51 PM,D04,S,Veggie,P29,I29
544,234,1,2015-01-04,6:36:09 PM,D15,M,Chicken,P06,I09
545,234,1,2015-01-04,6:36:09 PM,D06,S,Supreme,P16,I04
546,234,1,2015-01-04,6:36:09 PM,D12,M,Classic,P20,I28
547,235,1,2015-01-04,6:51:30 PM,D15,M,Chicken,P05,I08
548,236,1,2015-01-04,7:21:04 PM,D21,L,Classic,P08,I19
549,236,1,2015-01-04,7:21:04 PM,D12,M,Veggie,P12,I30
550,237,1,2015-01-04,7:27:48 PM,D04,S,Veggie,P12,I30
551,238,1,2015-01-04,7:45:15 PM,D22,L,Veggie,P30,I27
552,239,1,2015-01-04,7:57:52 PM,D22,L,Supreme,P16,I04
553,239,1,2015-01-04,7:57:52 PM,D15,M,Chicken,P32,I07
554,240,1,2015-01-04,8:10:24 PM,D10,M,Veggie,P10,I24
555,241,1,2015-01-04,8:11:25 PM,D13,M,Supreme,P25,I11
556,241,1,2015-01-04,8:11:25 PM,D22,L,Supreme,P31,I26
557,242,1,2015-01-04,8:15:29 PM,D13,M,Supreme,P04,I32
558,242,1,2015-01-04,8:15:29 PM,D22,L,Chicken,P32,I07
559,242,1,2015-01-04,8:15:29 PM,D12,M,Veggie,P33,I16
560,243,1,2015-01-04,8:26:17 PM,D21,L,Classic,P08,I19
561,243,1,2015-01-04,8:26:17 PM,D06,S,Supreme,P31,I26
562,244,1,2015-01-04,8:26:22 PM,D06,S,Supreme,P16,I04
563,244,1,2015-01-04,8:26:22 PM,D22,L,Supreme,P28,I06
564,245,1,2015-01-04,8:28:41 PM,D22,L,Chicken,P01,I02
565,245,1,2015-01-04,8:28:41 PM,D22,L,Chicken,P07,I12
566,246,1,2015-01-04,8:30:48 PM,D15,M,Chicken,P06,I09
567,246,1,2015-01-04,8:30:48 PM,D11,L,Classic,P22,I17
568,247,1,2015-01-04,8:55:29 PM,D08,M,Classic,P13,I22
569,247,1,2015-01-04,8:55:29 PM,D13,M,Supreme,P25,I11
570,247,1,2015-01-04,8:55:29 PM,D06,S,Supreme,P31,I26
571,248,1,2015-01-04,8:58:19 PM,D02,S,Classic,P13,I22
572,248,1,2015-01-04,8:58:19 PM,D22,L,Chicken,P32,I07
573,249,1,2015-01-04,9:06:16 PM,D22,L,Chicken,P01,I02
574,249,1,2015-01-04,9:06:16 PM,D05,S,Supreme,P04,I32
575,250,1,2015-01-04,9:07:05 PM,D10,M,Veggie,P10,I24
576,251,1,2015-01-04,9:10:05 PM,D12,M,Veggie,P19,I31
577,252,1,2015-01-04,10:13:15 PM,D14,M,Supreme,P24,I21
578,253,1,2015-01-04,10:16:18 PM,D24,S,Supreme,P03,I03
579,254,1,2015-01-04,10:22:13 PM,D22,L,Chicken,P01,I02
580,254,1,2015-01-04,10:22:13 PM,D24,S,Supreme,P03,I03
581,254,1,2015-01-04,10:22:13 PM,D18,L,Veggie,P09,I20
582,255,1,2015-01-05,11:23:35 AM,D18,L,Veggie,P09,I20
583,255,1,2015-01-05,11:23:35 AM,D12,M,Veggie,P12,I30
584,255,1,2015-01-05,11:23:35 AM,D14,L,Classic,P13,I22
585,255,1,2015-01-05,11:23:35 AM,D12,M,Veggie,P29,I29
586,256,1,2015-01-05,11:56:06 AM,D16,L,Classic,P23,I18
587,257,1,2015-01-05,11:59:04 AM,D22,L,Chicken,P05,I08
588,257,1,2015-01-05,11:59:04 AM,D22,L,Chicken,P06,I09
589,258,1,2015-01-05,11:59:23 AM,D12,M,Classic,P08,I19
590,259,1,2015-01-05,12:04:25 PM,D11,L,Classic,P22,I17
591,260,1,2015-01-05,12:06:27 PM,D18,L,Veggie,P09,I20
592,260,1,2015-01-05,12:06:27 PM,D21,L,Classic,P11,I13
593,261,1,2015-01-05,12:38:29 PM,D24,S,Supreme,P03,I03
594,262,1,2015-01-05,12:42:01 PM,D15,M,Chicken,P05,I08
595,263,1,2015-01-05,12:57:22 PM,D22,L,Veggie,P30,I27
596,264,1,2015-01-05,1:03:59 PM,D12,M,Veggie,P19,I31
597,265,1,2015-01-05,1:04:42 PM,D15,M,Chicken,P06,I09
598,265,1,2015-01-05,1:04:42 PM,D20,L,Veggie,P19,I31
599,265,1,2015-01-05,1:04:42 PM,D13,M,Supreme,P25,I11
600,265,1,2015-01-05,1:04:42 PM,D22,L,Supreme,P28,I06
601,266,1,2015-01-05,1:09:29 PM,D14,M,Supreme,P21,I15
602,267,1,2015-01-05,1:37:50 PM,D17,L,Veggie,P10,I24
603,267,1,2015-01-05,1:37:50 PM,D20,L,Veggie,P18,I25
604,267,1,2015-01-05,1:37:50 PM,D04,S,Classic,P20,I28
605,268,1,2015-01-05,1:40:46 PM,D22,L,Supreme,P16,I04
606,268,1,2015-01-05,1:40:46 PM,D01,S,Classic,P22,I17
607,269,1,2015-01-05,1:49:34 PM,D15,M,Chicken,P06,I09
608,270,1,2015-01-05,2:09:02 PM,D22,L,Chicken,P27,I10
609,270,1,2015-01-05,2:09:02 PM,D22,L,Veggie,P30,I27
610,270,1,2015-01-05,2:09:02 PM,D22,L,Chicken,P32,I07
611,271,1,2015-01-05,2:22:19 PM,D04,S,Classic,P02,I01
612,271,2,2015-01-05,2:22:19 PM,D36,M,Chicken,P05,I08
613,271,2,2015-01-05,2:22:19 PM,D36,M,Chicken,P06,I09
614,271,2,2015-01-05,2:22:19 PM,D45,L,Chicken,P07,I12
615,271,1,2015-01-05,2:22:19 PM,D12,M,Classic,P08,I19
616,271,1,2015-01-05,2:22:19 PM,D14,M,Supreme,P16,I04
617,271,1,2015-01-05,2:22:19 PM,D05,S,Supreme,P25,I11
618,271,1,2015-01-05,2:22:19 PM,D14,M,Supreme,P26,I23
619,271,1,2015-01-05,2:22:19 PM,D15,M,Chicken,P27,I10
620,271,1,2015-01-05,2:22:19 PM,D04,S,Classic,P11,I13
621,272,1,2015-01-05,2:24:05 PM,D14,M,Supreme,P16,I04
622,273,1,2015-01-05,2:28:00 PM,D06,S,Supreme,P26,I23
623,274,1,2015-01-05,2:36:33 PM,D17,L,Veggie,P10,I24
624,274,1,2015-01-05,2:36:33 PM,D22,L,Chicken,P32,I07
625,275,1,2015-01-05,2:38:14 PM,D21,L,Classic,P08,I19
626,275,1,2015-01-05,2:38:14 PM,D18,L,Veggie,P09,I20
627,275,1,2015-01-05,2:38:14 PM,D01,S,Classic,P22,I17
628,275,1,2015-01-05,2:38:14 PM,D13,M,Supreme,P25,I11
629,276,1,2015-01-05,3:18:18 PM,D18,L,Veggie,P09,I20
630,276,1,2015-01-05,3:18:18 PM,D22,L,Supreme,P28,I06
631,277,1,2015-01-05,3:41:50 PM,D10,M,Veggie,P10,I24
632,278,1,2015-01-05,3:49:21 PM,D15,M,Veggie,P17,I14
633,278,1,2015-01-05,3:49:21 PM,D22,L,Chicken,P27,I10
634,279,1,2015-01-05,4:07:03 PM,D15,M,Chicken,P05,I08
635,279,1,2015-01-05,4:07:03 PM,D15,M,Chicken,P06,I09
636,280,1,2015-01-05,4:20:23 PM,D14,M,Supreme,P24,I21
637,280,1,2015-01-05,4:20:23 PM,D12,M,Veggie,P33,I16
638,281,1,2015-01-05,4:33:48 PM,D05,S,Supreme,P25,I11
639,282,1,2015-01-05,4:49:38 PM,D04,S,Classic,P08,I19
640,282,1,2015-01-05,4:49:38 PM,D18,L,Veggie,P09,I20
641,282,1,2015-01-05,4:49:38 PM,D22,L,Supreme,P21,I15
642,282,1,2015-01-05,4:49:38 PM,D22,L,Veggie,P30,I27
643,283,1,2015-01-05,4:51:43 PM,D12,M,Classic,P20,I28
644,284,1,2015-01-05,4:58:16 PM,D10,M,Veggie,P10,I24
645,284,1,2015-01-05,4:58:16 PM,D02,S,Classic,P13,I22
646,284,1,2015-01-05,4:58:16 PM,D12,M,Classic,P20,I28
647,285,1,2015-01-05,4:58:38 PM,D22,L,Supreme,P24,I21
648,286,1,2015-01-05,5:01:23 PM,D14,M,Supreme,P16,I04
649,286,1,2015-01-05,5:01:23 PM,D22,L,Supreme,P21,I15
650,287,1,2015-01-05,5:30:09 PM,D14,M,Supreme,P16,I04
651,287,1,2015-01-05,5:30:09 PM,D09,M,Classic,P23,I18
652,287,1,2015-01-05,5:30:09 PM,D06,M,Classic,P22,I17
653,287,1,2015-01-05,5:30:09 PM,D05,S,Supreme,P25,I11
654,288,1,2015-01-05,5:32:44 PM,D24,S,Supreme,P03,I03
655,288,1,2015-01-05,5:32:44 PM,D22,L,Supreme,P24,I21
656,288,1,2015-01-05,5:32:44 PM,D22,L,Supreme,P31,I26
657,289,1,2015-01-05,5:36:23 PM,D18,L,Veggie,P09,I20
658,290,1,2015-01-05,5:41:16 PM,D04,S,Classic,P08,I19
659,290,1,2015-01-05,5:41:16 PM,D12,M,Veggie,P33,I16
660,291,1,2015-01-05,5:44:39 PM,D22,L,Chicken,P01,I02
661,291,2,2015-01-05,5:44:39 PM,D36,M,Chicken,P06,I09
662,291,1,2015-01-05,5:44:39 PM,D10,M,Veggie,P10,I24
663,292,1,2015-01-05,5:48:59 PM,D14,M,Veggie,P30,I27
664,292,1,2015-01-05,5:48:59 PM,D20,L,Veggie,P29,I29
665,293,1,2015-01-05,5:58:38 PM,D04,S,Classic,P08,I19
666,293,1,2015-01-05,5:58:38 PM,D07,S,Veggie,P17,I14
667,294,1,2015-01-05,6:16:35 PM,D15,M,Chicken,P01,I02
668,294,1,2015-01-05,6:16:35 PM,D22,L,Supreme,P16,I04
669,294,1,2015-01-05,6:16:35 PM,D22,L,Chicken,P32,I07
670,295,1,2015-01-05,6:20:12 PM,D15,M,Chicken,P05,I08
671,296,1,2015-01-05,6:46:54 PM,D04,S,Veggie,P12,I30
672,296,1,2015-01-05,6:46:54 PM,D04,S,Classic,P15,I05
673,296,1,2015-01-05,6:46:54 PM,D15,M,Chicken,P32,I07
674,297,1,2015-01-05,7:02:18 PM,D15,M,Chicken,P27,I10
675,298,1,2015-01-05,7:10:36 PM,D15,M,Chicken,P05,I08
676,298,1,2015-01-05,7:10:36 PM,D07,S,Chicken,P05,I08
677,298,1,2015-01-05,7:10:36 PM,D15,M,Chicken,P06,I09
678,298,1,2015-01-05,7:10:36 PM,D04,S,Classic,P08,I19
679,299,1,2015-01-05,7:34:31 PM,D04,S,Classic,P08,I19
680,299,1,2015-01-05,7:34:31 PM,D12,M,Veggie,P29,I29
681,300,1,2015-01-05,7:42:54 PM,D04,S,Classic,P02,I01
682,300,1,2015-01-05,7:42:54 PM,D04,S,Classic,P15,I05
683,300,1,2015-01-05,7:42:54 PM,D07,S,Veggie,P17,I14
684,300,1,2015-01-05,7:42:54 PM,D06,S,Supreme,P31,I26
685,301,1,2015-01-05,7:45:58 PM,D21,L,Classic,P20,I28
686,302,1,2015-01-05,7:57:37 PM,D22,L,Supreme,P21,I15
687,303,1,2015-01-05,8:02:51 PM,D04,S,Classic,P02,I01
688,303,1,2015-01-05,8:02:51 PM,D12,M,Classic,P15,I05
689,303,1,2015-01-05,8:02:51 PM,D01,S,Classic,P22,I17
690,304,1,2015-01-05,8:07:58 PM,D02,S,Classic,P13,I22
691,304,1,2015-01-05,8:07:58 PM,D20,L,Veggie,P19,I31
692,305,1,2015-01-05,8:35:40 PM,D11,L,Classic,P22,I17
693,305,1,2015-01-05,8:35:40 PM,D05,S,Supreme,P25,I11
694,305,1,2015-01-05,8:35:40 PM,D14,M,Supreme,P28,I06
695,306,1,2015-01-05,8:37:40 PM,D04,S,Classic,P02,I01
696,306,1,2015-01-05,8:37:40 PM,D02,S,Classic,P13,I22
697,306,1,2015-01-05,8:37:40 PM,D12,M,Classic,P20,I28
698,307,1,2015-01-05,9:45:38 PM,D21,L,Classic,P08,I19
699,307,1,2015-01-05,9:45:38 PM,D15,M,Chicken,P32,I07
700,308,1,2015-01-05,9:59:46 PM,D14,L,Classic,P13,I22
701,308,1,2015-01-05,9:59:46 PM,D16,L,Classic,P23,I18
702,308,1,2015-01-05,9:59:46 PM,D07,S,Chicken,P32,I07
703,309,1,2015-01-06,11:39:06 AM,D18,L,Veggie,P09,I20
704,309,1,2015-01-06,11:39:06 AM,D14,M,Supreme,P21,I15
705,310,1,2015-01-06,11:40:48 AM,D02,S,Classic,P13,I22
706,310,1,2015-01-06,11:40:48 AM,D07,S,Chicken,P32,I07
707,311,1,2015-01-06,11:57:27 AM,D20,L,Supreme,P25,I11
708,312,1,2015-01-06,12:05:21 PM,D04,S,Classic,P02,I01
709,312,1,2015-01-06,12:05:21 PM,D24,S,Supreme,P03,I03
710,312,1,2015-01-06,12:05:21 PM,D15,M,Chicken,P06,I09
711,312,1,2015-01-06,12:05:21 PM,D13,M,Supreme,P25,I11
712,313,1,2015-01-06,12:09:09 PM,D12,M,Classic,P08,I19
713,314,1,2015-01-06,12:11:58 PM,D13,M,Supreme,P04,I32
714,314,1,2015-01-06,12:11:58 PM,D18,L,Veggie,P09,I20
715,314,1,2015-01-06,12:11:58 PM,D12,M,Veggie,P12,I30
716,314,1,2015-01-06,12:11:58 PM,D08,M,Classic,P13,I22
717,314,1,2015-01-06,12:11:58 PM,D12,M,Veggie,P33,I16
718,315,1,2015-01-06,12:17:40 PM,D12,M,Classic,P08,I19
719,316,1,2015-01-06,12:29:34 PM,D02,S,Classic,P13,I22
720,316,1,2015-01-06,12:29:34 PM,D14,M,Supreme,P16,I04
721,317,1,2015-01-06,12:31:00 PM,D07,S,Chicken,P05,I08
722,317,1,2015-01-06,12:31:00 PM,D12,M,Classic,P08,I19
723,317,1,2015-01-06,12:31:00 PM,D17,L,Veggie,P10,I24
724,317,1,2015-01-06,12:31:00 PM,D02,S,Classic,P13,I22
725,317,1,2015-01-06,12:31:00 PM,D16,L,Classic,P23,I18
726,317,1,2015-01-06,12:31:00 PM,D06,S,Supreme,P24,I21
727,317,1,2015-01-06,12:31:00 PM,D04,S,Veggie,P29,I29
728,318,1,2015-01-06,12:45:14 PM,D21,L,Classic,P15,I05
729,318,1,2015-01-06,12:45:14 PM,D20,L,Veggie,P19,I31
730,318,1,2015-01-06,12:45:14 PM,D06,S,Supreme,P26,I23
731,318,1,2015-01-06,12:45:14 PM,D22,L,Supreme,P28,I06
732,319,1,2015-01-06,12:46:22 PM,D14,M,Supreme,P16,I04
733,320,1,2015-01-06,12:46:40 PM,D15,M,Chicken,P05,I08
734,320,1,2015-01-06,12:46:40 PM,D22,L,Chicken,P07,I12
735,321,1,2015-01-06,12:56:21 PM,D22,L,Supreme,P16,I04
736,322,1,2015-01-06,1:02:13 PM,D22,L,Chicken,P05,I08
737,322,1,2015-01-06,1:02:13 PM,D22,L,Chicken,P07,I12
